"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2008"	"2008"	"Other aortic valve disorders"	"I35.8"	213	304093966	0.1
	"2008"	"2008"	"Aortic valve disorder, unspecified"	"I35.9"	1317	304093966	0.4
	"2008"	"2008"	"Nonrheumatic tricuspid (valve) insufficiency"	"I36.1"	12	304093966	Unreliable
	"2008"	"2008"	"Nonrheumatic tricuspid valve disorder, unspecified"	"I36.9"	2	304093966	Unreliable
	"2008"	"2008"	"Pulmonary valve stenosis"	"I37.0"	6	304093966	Unreliable
	"2008"	"2008"	"Pulmonary valve stenosis with insufficiency"	"I37.2"	1	304093966	Unreliable
	"2008"	"2008"	"Other pulmonary valve disorders"	"I37.8"	3	304093966	Unreliable
	"2008"	"2008"	"Pulmonary valve disorder, unspecified"	"I37.9"	2	304093966	Unreliable
	"2008"	"2008"	"Endocarditis, valve unspecified"	"I38"	5089	304093966	1.7
	"2008"	"2008"	"Infective myocarditis"	"I40.0"	188	304093966	0.1
	"2008"	"2008"	"Isolated myocarditis"	"I40.1"	26	304093966	0.0
	"2008"	"2008"	"Other acute myocarditis"	"I40.8"	5	304093966	Unreliable
	"2008"	"2008"	"Acute myocarditis, unspecified"	"I40.9"	69	304093966	0.0
	"2008"	"2008"	"Dilated cardiomyopathy"	"I42.0"	4752	304093966	1.6
	"2008"	"2008"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	160	304093966	0.1
	"2008"	"2008"	"Other hypertrophic cardiomyopathy"	"I42.2"	917	304093966	0.3
	"2008"	"2008"	"Endomyocardial (eosinophilic) disease"	"I42.3"	4	304093966	Unreliable
	"2008"	"2008"	"Endocardial fibroelastosis"	"I42.4"	70	304093966	0.0
	"2008"	"2008"	"Other restrictive cardiomyopathy"	"I42.5"	165	304093966	0.1
	"2008"	"2008"	"Alcoholic cardiomyopathy"	"I42.6"	551	304093966	0.2
	"2008"	"2008"	"Cardiomyopathy due to drugs and other external agents"	"I42.7"	10	304093966	Unreliable
	"2008"	"2008"	"Other cardiomyopathies"	"I42.8"	114	304093966	0.0
	"2008"	"2008"	"Cardiomyopathy, unspecified"	"I42.9"	17189	304093966	5.7
	"2008"	"2008"	"Atrioventricular block, first degree"	"I44.0"	4	304093966	Unreliable
	"2008"	"2008"	"Atrioventricular block, second degree"	"I44.1"	12	304093966	Unreliable
	"2008"	"2008"	"Atrioventricular block, complete"	"I44.2"	332	304093966	0.1
	"2008"	"2008"	"Other and unspecified atrioventricular block"	"I44.3"	37	304093966	0.0
	"2008"	"2008"	"Left bundle-branch block, unspecified"	"I44.7"	14	304093966	Unreliable
	"2008"	"2008"	"Other and unspecified right bundle-branch block"	"I45.1"	6	304093966	Unreliable
	"2008"	"2008"	"Bifascicular block"	"I45.2"	2	304093966	Unreliable
	"2008"	"2008"	"Nonspecific intraventricular block"	"I45.4"	2	304093966	Unreliable
	"2008"	"2008"	"Other specified heart block"	"I45.5"	1	304093966	Unreliable
	"2008"	"2008"	"Pre-excitation syndrome"	"I45.6"	23	304093966	0.0
	"2008"	"2008"	"Other specified conduction disorders"	"I45.8"	445	304093966	0.1
	"2008"	"2008"	"Conduction disorder, unspecified"	"I45.9"	142	304093966	0.0
	"2008"	"2008"	"Sudden cardiac death, so described"	"I46.1"	2754	304093966	0.9
	"2008"	"2008"	"Cardiac arrest, unspecified"	"I46.9"	13521	304093966	4.4
	"2008"	"2008"	"Supraventricular tachycardia"	"I47.1"	132	304093966	0.0
	"2008"	"2008"	"Ventricular tachycardia"	"I47.2"	489	304093966	0.2
	"2008"	"2008"	"Atrial fibrillation and flutter"	"I48"	15383	304093966	5.1
	"2008"	"2008"	"Ventricular fibrillation and flutter"	"I49.0"	1056	304093966	0.3
	"2008"	"2008"	"Atrial premature depolarization"	"I49.1"	1	304093966	Unreliable
	"2008"	"2008"	"Ventricular premature depolarization"	"I49.3"	8	304093966	Unreliable
	"2008"	"2008"	"Sick sinus syndrome"	"I49.5"	450	304093966	0.1
	"2008"	"2008"	"Other specified cardiac arrhythmias"	"I49.8"	122	304093966	0.0
	"2008"	"2008"	"Cardiac arrhythmia, unspecified"	"I49.9"	7746	304093966	2.5
	"2008"	"2008"	"Congestive heart failure"	"I50.0"	51693	304093966	17.0
	"2008"	"2008"	"Left ventricular failure"	"I50.1"	153	304093966	0.1
	"2008"	"2008"	"Heart failure, unspecified"	"I50.9"	4984	304093966	1.6
	"2008"	"2008"	"Cardiac septal defect, acquired"	"I51.0"	13	304093966	Unreliable
	"2008"	"2008"	"Rupture of chordae tendineae, not elsewhere classified"	"I51.1"	13	304093966	Unreliable
	"2008"	"2008"	"Rupture of papillary muscle, not elsewhere classified"	"I51.2"	12	304093966	Unreliable
	"2008"	"2008"	"Intracardiac thrombosis, not elsewhere classified"	"I51.3"	22	304093966	0.0
	"2008"	"2008"	"Myocarditis, unspecified"	"I51.4"	546	304093966	0.2
	"2008"	"2008"	"Myocardial degeneration"	"I51.5"	159	304093966	0.1
	"2008"	"2008"	"Cardiovascular disease, unspecified"	"I51.6"	4929	304093966	1.6
	"2008"	"2008"	"Cardiomegaly"	"I51.7"	1702	304093966	0.6
	"2008"	"2008"	"Other ill-defined heart diseases"	"I51.8"	984	304093966	0.3
	"2008"	"2008"	"Heart disease, unspecified"	"I51.9"	4533	304093966	1.5
	"2008"	"2008"	"Subarachnoid haemorrhage from carotid siphon and bifurcation"	"I60.0"	99	304093966	0.0
	"2008"	"2008"	"Subarachnoid haemorrhage from other intracranial arteries"	"I60.6"	49	304093966	0.0
	"2008"	"2008"	"Subarachnoid haemorrhage from intracranial artery, unspecified"	"I60.7"	377	304093966	0.1
	"2008"	"2008"	"Other subarachnoid haemorrhage"	"I60.8"	217	304093966	0.1
	"2008"	"2008"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	4790	304093966	1.6
	"2008"	"2008"	"Intracerebral haemorrhage in hemisphere, subcortical"	"I61.0"	236	304093966	0.1
	"2008"	"2008"	"Intracerebral haemorrhage in hemisphere, cortical"	"I61.1"	211	304093966	0.1
	"2008"	"2008"	"Intracerebral haemorrhage in hemisphere, unspecified"	"I61.2"	27	304093966	0.0
	"2008"	"2008"	"Intracerebral haemorrhage in brain stem"	"I61.3"	604	304093966	0.2
	"2008"	"2008"	"Intracerebral haemorrhage in cerebellum"	"I61.4"	506	304093966	0.2
	"2008"	"2008"	"Intracerebral haemorrhage, intraventricular"	"I61.5"	719	304093966	0.2
	"2008"	"2008"	"Other intracerebral haemorrhage"	"I61.8"	51	304093966	0.0
	"2008"	"2008"	"Intracerebral haemorrhage, unspecified"	"I61.9"	14719	304093966	4.8
	"2008"	"2008"	"Subdural haemorrhage (acute)(nontraumatic)"	"I62.0"	2216	304093966	0.7
	"2008"	"2008"	"Nontraumatic extradural haemorrhage"	"I62.1"	33	304093966	0.0
	"2008"	"2008"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	8394	304093966	2.8
	"2008"	"2008"	"Cerebral infarction due to thrombosis of precerebral arteries"	"I63.0"	151	304093966	0.0
	"2008"	"2008"	"Cerebral infarction due to embolism of precerebral arteries"	"I63.1"	20	304093966	0.0
	"2008"	"2008"	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	"I63.2"	675	304093966	0.2
	"2008"	"2008"	"Cerebral infarction due to thrombosis of cerebral arteries"	"I63.3"	926	304093966	0.3
	"2008"	"2008"	"Cerebral infarction due to embolism of cerebral arteries"	"I63.4"	917	304093966	0.3
	"2008"	"2008"	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	"I63.5"	206	304093966	0.1
	"2008"	"2008"	"Other cerebral infarction"	"I63.8"	97	304093966	0.0
	"2008"	"2008"	"Cerebral infarction, unspecified"	"I63.9"	3633	304093966	1.2
	"2008"	"2008"	"Stroke, not specified as haemorrhage or infarction"	"I64"	70638	304093966	23.2
	"2008"	"2008"	"Dissection of cerebral arteries, nonruptured"	"I67.0"	13	304093966	Unreliable
	"2008"	"2008"	"Cerebral aneurysm, nonruptured"	"I67.1"	319	304093966	0.1
	"2008"	"2008"	"Cerebral atherosclerosis"	"I67.2"	843	304093966	0.3
	"2008"	"2008"	"Progressive vascular leukoencephalopathy"	"I67.3"	15	304093966	Unreliable
	"2008"	"2008"	"Hypertensive encephalopathy"	"I67.4"	80	304093966	0.0
	"2008"	"2008"	"Moyamoya disease"	"I67.5"	13	304093966	Unreliable
	"2008"	"2008"	"Cerebral arteritis, not elsewhere classified"	"I67.7"	72	304093966	0.0
	"2008"	"2008"	"Other specified cerebrovascular diseases"	"I67.8"	1008	304093966	0.3
	"2008"	"2008"	"Cerebrovascular disease, unspecified"	"I67.9"	5304	304093966	1.7
	"2008"	"2008"	"Sequelae of subarachnoid haemorrhage"	"I69.0"	79	304093966	0.0
	"2008"	"2008"	"Sequelae of intracerebral haemorrhage"	"I69.1"	170	304093966	0.1
	"2008"	"2008"	"Sequelae of other nontraumatic intracranial haemorrhage"	"I69.2"	154	304093966	0.1
	"2008"	"2008"	"Sequelae of cerebral infarction"	"I69.3"	482	304093966	0.2
	"2008"	"2008"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	8909	304093966	2.9
	"2008"	"2008"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	6176	304093966	2.0
	"2008"	"2008"	"Atherosclerosis of aorta"	"I70.0"	31	304093966	0.0
	"2008"	"2008"	"Atherosclerosis of renal artery"	"I70.1"	32	304093966	0.0
	"2008"	"2008"	"Atherosclerosis of arteries of extremities"	"I70.2"	237	304093966	0.1
	"2008"	"2008"	"Atherosclerosis of other arteries"	"I70.8"	3	304093966	Unreliable
	"2008"	"2008"	"Generalized and unspecified atherosclerosis"	"I70.9"	7533	304093966	2.5
	"2008"	"2008"	"Dissection of aorta [any part]"	"I71.0"	2841	304093966	0.9
	"2008"	"2008"	"Thoracic aortic aneurysm, ruptured"	"I71.1"	672	304093966	0.2
	"2008"	"2008"	"Thoracic aortic aneurysm, without mention of rupture"	"I71.2"	568	304093966	0.2
	"2008"	"2008"	"Abdominal aortic aneurysm, ruptured"	"I71.3"	3339	304093966	1.1
	"2008"	"2008"	"Abdominal aortic aneurysm, without mention of rupture"	"I71.4"	1687	304093966	0.6
	"2008"	"2008"	"Thoracoabdominal aortic aneurysm, ruptured"	"I71.5"	98	304093966	0.0
	"2008"	"2008"	"Thoracoabdominal aortic aneurysm, without mention of rupture"	"I71.6"	137	304093966	0.0
	"2008"	"2008"	"Aortic aneurysm of unspecified site, ruptured"	"I71.8"	1072	304093966	0.4
	"2008"	"2008"	"Aortic aneurysm of unspecified site, without mention of rupture"	"I71.9"	665	304093966	0.2
	"2008"	"2008"	"Aneurysm of carotid artery"	"I72.0"	16	304093966	Unreliable
	"2008"	"2008"	"Aneurysm of artery of upper extremity"	"I72.1"	2	304093966	Unreliable
	"2008"	"2008"	"Aneurysm of renal artery"	"I72.2"	38	304093966	0.0
	"2008"	"2008"	"Aneurysm of iliac artery"	"I72.3"	126	304093966	0.0
	"2008"	"2008"	"Aneurysm of artery of lower extremity"	"I72.4"	45	304093966	0.0
	"2008"	"2008"	"Aneurysm of other specified arteries"	"I72.8"	85	304093966	0.0
	"2008"	"2008"	"Aneurysm of unspecified site"	"I72.9"	265	304093966	0.1
	"2008"	"2008"	"Raynaud syndrome"	"I73.0"	13	304093966	Unreliable
	"2008"	"2008"	"Thromboangiitis obliterans [Buerger]"	"I73.1"	8	304093966	Unreliable
	"2008"	"2008"	"Other specified peripheral vascular diseases"	"I73.8"	19	304093966	Unreliable
	"2008"	"2008"	"Peripheral vascular disease, unspecified"	"I73.9"	6637	304093966	2.2
	"2008"	"2008"	"Embolism and thrombosis of abdominal aorta"	"I74.0"	34	304093966	0.0
	"2008"	"2008"	"Embolism and thrombosis of other and unspecified parts of aorta"	"I74.1"	128	304093966	0.0
	"2008"	"2008"	"Embolism and thrombosis of arteries of upper extremities"	"I74.2"	10	304093966	Unreliable
	"2008"	"2008"	"Embolism and thrombosis of arteries of lower extremities"	"I74.3"	76	304093966	0.0
	"2008"	"2008"	"Embolism and thrombosis of arteries of extremities, unspecified"	"I74.4"	18	304093966	Unreliable
	"2008"	"2008"	"Embolism and thrombosis of iliac artery"	"I74.5"	18	304093966	Unreliable
	"2008"	"2008"	"Embolism and thrombosis of other arteries"	"I74.8"	28	304093966	0.0
	"2008"	"2008"	"Embolism and thrombosis of unspecified artery"	"I74.9"	299	304093966	0.1
	"2008"	"2008"	"Arteriovenous fistula, acquired"	"I77.0"	52	304093966	0.0
	"2008"	"2008"	"Stricture of artery"	"I77.1"	83	304093966	0.0
	"2008"	"2008"	"Rupture of artery"	"I77.2"	138	304093966	0.0
	"2008"	"2008"	"Arterial fibromuscular dysplasia"	"I77.3"	6	304093966	Unreliable
	"2008"	"2008"	"Coeliac artery compression syndrome"	"I77.4"	1	304093966	Unreliable
	"2008"	"2008"	"Arteritis, unspecified"	"I77.6"	280	304093966	0.1
	"2008"	"2008"	"Other specified disorders of arteries and arterioles"	"I77.8"	96	304093966	0.0
	"2008"	"2008"	"Disorder of arteries and arterioles, unspecified"	"I77.9"	274	304093966	0.1
	"2008"	"2008"	"Hereditary haemorrhagic telangiectasia"	"I78.0"	29	304093966	0.0
	"2008"	"2008"	"Naevus, non-neoplastic"	"I78.1"	8	304093966	Unreliable
	"2008"	"2008"	"Other diseases of capillaries"	"I78.8"	14	304093966	Unreliable
	"2008"	"2008"	"Disease of capillaries, unspecified"	"I78.9"	4	304093966	Unreliable
	"2008"	"2008"	"Phlebitis and thrombophlebitis of femoral vein"	"I80.1"	21	304093966	0.0
	"2008"	"2008"	"Phlebitis and thrombophlebitis of other deep vessels of lower extremities"	"I80.2"	2352	304093966	0.8
	"2008"	"2008"	"Phlebitis and thrombophlebitis of lower extremities, unspecified"	"I80.3"	207	304093966	0.1
	"2008"	"2008"	"Phlebitis and thrombophlebitis of other sites"	"I80.8"	2	304093966	Unreliable
	"2008"	"2008"	"Phlebitis and thrombophlebitis of unspecified site"	"I80.9"	61	304093966	0.0
	"2008"	"2008"	"Portal vein thrombosis"	"I81"	98	304093966	0.0
	"2008"	"2008"	"Budd-Chiari syndrome"	"I82.0"	27	304093966	0.0
	"2008"	"2008"	"Embolism and thrombosis of vena cava"	"I82.2"	36	304093966	0.0
	"2008"	"2008"	"Embolism and thrombosis of renal vein"	"I82.3"	5	304093966	Unreliable
	"2008"	"2008"	"Embolism and thrombosis of other specified veins"	"I82.8"	43	304093966	0.0
	"2008"	"2008"	"Embolism and thrombosis of unspecified vein"	"I82.9"	83	304093966	0.0
	"2008"	"2008"	"Varicose veins of lower extremities with ulcer"	"I83.0"	52	304093966	0.0
	"2008"	"2008"	"Varicose veins of lower extremities with inflammation"	"I83.1"	12	304093966	Unreliable
	"2008"	"2008"	"Varicose veins of lower extremities with both ulcer and inflammation"	"I83.2"	10	304093966	Unreliable
	"2008"	"2008"	"Varicose veins of lower extremities without ulcer or inflammation"	"I83.9"	80	304093966	0.0
	"2008"	"2008"	"Internal haemorrhoids without complication"	"I84.2"	2	304093966	Unreliable
	"2008"	"2008"	"Unspecified haemorrhoids with other complications"	"I84.8"	4	304093966	Unreliable
	"2008"	"2008"	"Unspecified haemorrhoids without complication"	"I84.9"	6	304093966	Unreliable
	"2008"	"2008"	"Oesophageal varices with bleeding"	"I85.0"	143	304093966	0.0
	"2008"	"2008"	"Oesophageal varices without bleeding"	"I85.9"	39	304093966	0.0
	"2008"	"2008"	"Sublingual varices"	"I86.0"	1	304093966	Unreliable
	"2008"	"2008"	"Pelvic varices"	"I86.2"	3	304093966	Unreliable
	"2008"	"2008"	"Gastric varices"	"I86.4"	24	304093966	0.0
	"2008"	"2008"	"Varicose veins of other specified sites"	"I86.8"	9	304093966	Unreliable
	"2008"	"2008"	"Postphlebitic syndrome"	"I87.0"	1	304093966	Unreliable
	"2008"	"2008"	"Compression of vein"	"I87.1"	30	304093966	0.0
	"2008"	"2008"	"Venous insufficiency (chronic)(peripheral)"	"I87.2"	47	304093966	0.0
	"2008"	"2008"	"Other specified disorders of veins"	"I87.8"	42	304093966	0.0
	"2008"	"2008"	"Disorder of vein, unspecified"	"I87.9"	11	304093966	Unreliable
	"2008"	"2008"	"Nonspecific lymphadenitis, unspecified"	"I88.9"	3	304093966	Unreliable
	"2008"	"2008"	"Lymphoedema, not elsewhere classified"	"I89.0"	47	304093966	0.0
	"2008"	"2008"	"Lymphangitis"	"I89.1"	1	304093966	Unreliable
	"2008"	"2008"	"Other specified noninfective disorders of lymphatic vessels and lymph nodes"	"I89.8"	32	304093966	0.0
	"2008"	"2008"	"Idiopathic hypotension"	"I95.0"	1	304093966	Unreliable
	"2008"	"2008"	"Orthostatic hypotension"	"I95.1"	21	304093966	0.0
	"2008"	"2008"	"Hypotension due to drugs"	"I95.2"	1	304093966	Unreliable
	"2008"	"2008"	"Other hypotension"	"I95.8"	8	304093966	Unreliable
	"2008"	"2008"	"Hypotension, unspecified"	"I95.9"	238	304093966	0.1
	"2008"	"2008"	"Other and unspecified disorders of circulatory system"	"I99"	239	304093966	0.1
	"2009"	"2009"	"Rheumatic fever without mention of heart involvement"	"I00"	6	306771529	Unreliable
	"2009"	"2009"	"Acute rheumatic pericarditis"	"I01.0"	3	306771529	Unreliable
	"2009"	"2009"	"Acute rheumatic endocarditis"	"I01.1"	16	306771529	Unreliable
	"2009"	"2009"	"Other acute rheumatic heart disease"	"I01.8"	11	306771529	Unreliable
	"2009"	"2009"	"Acute rheumatic heart disease, unspecified"	"I01.9"	2	306771529	Unreliable
	"2009"	"2009"	"Rheumatic chorea without heart involvement"	"I02.9"	1	306771529	Unreliable
	"2009"	"2009"	"Mitral stenosis"	"I05.0"	444	306771529	0.1
	"2009"	"2009"	"Rheumatic mitral insufficiency"	"I05.1"	43	306771529	0.0
	"2009"	"2009"	"Mitral stenosis with insufficiency"	"I05.2"	30	306771529	0.0
	"2009"	"2009"	"Other mitral valve diseases"	"I05.8"	20	306771529	0.0
	"2009"	"2009"	"Mitral valve disease, unspecified"	"I05.9"	985	306771529	0.3
	"2009"	"2009"	"Rheumatic aortic stenosis"	"I06.0"	62	306771529	0.0
	"2009"	"2009"	"Rheumatic aortic insufficiency"	"I06.1"	5	306771529	Unreliable
	"2009"	"2009"	"Rheumatic aortic stenosis with insufficiency"	"I06.2"	3	306771529	Unreliable
	"2009"	"2009"	"Rheumatic aortic valve disease, unspecified"	"I06.9"	23	306771529	0.0
	"2009"	"2009"	"Tricuspid stenosis"	"I07.0"	1	306771529	Unreliable
	"2009"	"2009"	"Tricuspid insufficiency"	"I07.1"	224	306771529	0.1
	"2009"	"2009"	"Other tricuspid valve diseases"	"I07.8"	24	306771529	0.0
	"2009"	"2009"	"Tricuspid valve disease, unspecified"	"I07.9"	21	306771529	0.0
	"2009"	"2009"	"Disorders of both mitral and aortic valves"	"I08.0"	721	306771529	0.2
	"2009"	"2009"	"Disorders of both mitral and tricuspid valves"	"I08.1"	104	306771529	0.0
	"2009"	"2009"	"Disorders of both aortic and tricuspid valves"	"I08.2"	10	306771529	Unreliable
	"2009"	"2009"	"Combined disorders of mitral, aortic and tricuspid valves"	"I08.3"	46	306771529	0.0
	"2009"	"2009"	"Other multiple valve diseases"	"I08.8"	7	306771529	Unreliable
	"2009"	"2009"	"Multiple valve disease, unspecified"	"I08.9"	42	306771529	0.0
	"2009"	"2009"	"Rheumatic myocarditis"	"I09.0"	30	306771529	0.0
	"2009"	"2009"	"Rheumatic diseases of endocardium, valve unspecified"	"I09.1"	105	306771529	0.0
	"2009"	"2009"	"Chronic rheumatic pericarditis"	"I09.2"	1	306771529	Unreliable
	"2009"	"2009"	"Other specified rheumatic heart diseases"	"I09.8"	2	306771529	Unreliable
	"2009"	"2009"	"Rheumatic heart disease, unspecified"	"I09.9"	242	306771529	0.1
	"2009"	"2009"	"Essential (primary) hypertension"	"I10"	16399	306771529	5.3
	"2009"	"2009"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	10953	306771529	3.6
	"2009"	"2009"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	22204	306771529	7.2
	"2009"	"2009"	"Hypertensive renal disease with renal failure"	"I12.0"	9038	306771529	2.9
	"2009"	"2009"	"Hypertensive renal disease without renal failure"	"I12.9"	289	306771529	0.1
	"2009"	"2009"	"Hypertensive heart and renal disease with (congestive) heart failure"	"I13.0"	70	306771529	0.0
	"2009"	"2009"	"Hypertensive heart and renal disease with renal failure"	"I13.1"	1132	306771529	0.4
	"2009"	"2009"	"Hypertensive heart and renal disease with both (congestive) heart failure and renal failure"	"I13.2"	1561	306771529	0.5
	"2009"	"2009"	"Hypertensive heart and renal disease, unspecified"	"I13.9"	108	306771529	0.0
	"2009"	"2009"	"Renovascular hypertension"	"I15.0"	4	306771529	Unreliable
	"2009"	"2009"	"Secondary hypertension, unspecified"	"I15.9"	4	306771529	Unreliable
	"2009"	"2009"	"Unstable angina"	"I20.0"	31	306771529	0.0
	"2009"	"2009"	"Angina pectoris with documented spasm"	"I20.1"	18	306771529	Unreliable
	"2009"	"2009"	"Other forms of angina pectoris"	"I20.8"	1	306771529	Unreliable
	"2009"	"2009"	"Angina pectoris, unspecified"	"I20.9"	138	306771529	0.0
	"2009"	"2009"	"Acute transmural myocardial infarction of anterior wall"	"I21.0"	1	306771529	Unreliable
	"2009"	"2009"	"Acute transmural myocardial infarction of inferior wall"	"I21.1"	1	306771529	Unreliable
	"2009"	"2009"	"Acute transmural myocardial infarction of unspecified site"	"I21.3"	22	306771529	0.0
	"2009"	"2009"	"Acute subendocardial myocardial infarction"	"I21.4"	110	306771529	0.0
	"2009"	"2009"	"Acute myocardial infarction, unspecified"	"I21.9"	125259	306771529	40.8
	"2009"	"2009"	"Subsequent myocardial infarction of anterior wall"	"I22.0"	2	306771529	Unreliable
	"2009"	"2009"	"Subsequent myocardial infarction of other sites"	"I22.8"	1	306771529	Unreliable
	"2009"	"2009"	"Subsequent myocardial infarction of unspecified site"	"I22.9"	68	306771529	0.0
	"2009"	"2009"	"Dressler syndrome"	"I24.1"	2	306771529	Unreliable
	"2009"	"2009"	"Other forms of acute ischaemic heart disease"	"I24.8"	1541	306771529	0.5
	"2009"	"2009"	"Acute ischaemic heart disease, unspecified"	"I24.9"	2458	306771529	0.8
	"2009"	"2009"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	57043	306771529	18.6
	"2009"	"2009"	"Atherosclerotic heart disease"	"I25.1"	175282	306771529	57.1
	"2009"	"2009"	"Aneurysm of heart"	"I25.3"	68	306771529	0.0
	"2009"	"2009"	"Coronary artery aneurysm"	"I25.4"	11	306771529	Unreliable
	"2009"	"2009"	"Ischaemic cardiomyopathy"	"I25.5"	12184	306771529	4.0
	"2009"	"2009"	"Other forms of chronic ischaemic heart disease"	"I25.8"	1732	306771529	0.6
	"2009"	"2009"	"Chronic ischaemic heart disease, unspecified"	"I25.9"	10351	306771529	3.4
	"2009"	"2009"	"Pulmonary embolism with mention of acute cor pulmonale"	"I26.0"	19	306771529	Unreliable
	"2009"	"2009"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	7021	306771529	2.3
	"2009"	"2009"	"Primary pulmonary hypertension"	"I27.0"	344	306771529	0.1
	"2009"	"2009"	"Kyphoscoliotic heart disease"	"I27.1"	36	306771529	0.0
	"2009"	"2009"	"Other secondary pulmonary hypertension"	"I27.2"	4631	306771529	1.5
	"2009"	"2009"	"Other specified pulmonary heart diseases"	"I27.8"	27	306771529	0.0
	"2009"	"2009"	"Pulmonary heart disease, unspecified"	"I27.9"	1060	306771529	0.3
	"2009"	"2009"	"Arteriovenous fistula of pulmonary vessels"	"I28.0"	2	306771529	Unreliable
	"2009"	"2009"	"Aneurysm of pulmonary artery"	"I28.1"	14	306771529	Unreliable
	"2009"	"2009"	"Other specified diseases of pulmonary vessels"	"I28.8"	23	306771529	0.0
	"2009"	"2009"	"Disease of pulmonary vessels, unspecified"	"I28.9"	25	306771529	0.0
	"2009"	"2009"	"Acute nonspecific idiopathic pericarditis"	"I30.0"	8	306771529	Unreliable
	"2009"	"2009"	"Infective pericarditis"	"I30.1"	28	306771529	0.0
	"2009"	"2009"	"Other forms of acute pericarditis"	"I30.8"	13	306771529	Unreliable
	"2009"	"2009"	"Acute pericarditis, unspecified"	"I30.9"	22	306771529	0.0
	"2009"	"2009"	"Chronic adhesive pericarditis"	"I31.0"	6	306771529	Unreliable
	"2009"	"2009"	"Chronic constrictive pericarditis"	"I31.1"	47	306771529	0.0
	"2009"	"2009"	"Haemopericardium, not elsewhere classified"	"I31.2"	32	306771529	0.0
	"2009"	"2009"	"Pericardial effusion (noninflammatory)"	"I31.3"	207	306771529	0.1
	"2009"	"2009"	"Other specified diseases of pericardium"	"I31.8"	3	306771529	Unreliable
	"2009"	"2009"	"Disease of pericardium, unspecified"	"I31.9"	216	306771529	0.1
	"2009"	"2009"	"Acute and subacute infective endocarditis"	"I33.0"	1119	306771529	0.4
	"2009"	"2009"	"Acute endocarditis, unspecified"	"I33.9"	48	306771529	0.0
	"2009"	"2009"	"Mitral (valve) insufficiency"	"I34.0"	1919	306771529	0.6
	"2009"	"2009"	"Mitral (valve) prolapse"	"I34.1"	196	306771529	0.1
	"2009"	"2009"	"Nonrheumatic mitral (valve) stenosis"	"I34.2"	27	306771529	0.0
	"2009"	"2009"	"Other nonrheumatic mitral valve disorders"	"I34.8"	97	306771529	0.0
	"2009"	"2009"	"Nonrheumatic mitral valve disorder, unspecified"	"I34.9"	41	306771529	0.0
	"2009"	"2009"	"Aortic (valve) stenosis"	"I35.0"	12537	306771529	4.1
	"2009"	"2009"	"Aortic (valve) insufficiency"	"I35.1"	454	306771529	0.1
	"2009"	"2009"	"Aortic (valve) stenosis with insufficiency"	"I35.2"	79	306771529	0.0
	"2009"	"2009"	"Other aortic valve disorders"	"I35.8"	227	306771529	0.1
	"2009"	"2009"	"Aortic valve disorder, unspecified"	"I35.9"	1406	306771529	0.5
	"2009"	"2009"	"Nonrheumatic tricuspid (valve) insufficiency"	"I36.1"	9	306771529	Unreliable
	"2009"	"2009"	"Nonrheumatic tricuspid (valve) stenosis with insufficiency"	"I36.2"	1	306771529	Unreliable
	"2009"	"2009"	"Other nonrheumatic tricuspid valve disorders"	"I36.8"	1	306771529	Unreliable
	"2009"	"2009"	"Nonrheumatic tricuspid valve disorder, unspecified"	"I36.9"	1	306771529	Unreliable
	"2009"	"2009"	"Pulmonary valve stenosis"	"I37.0"	5	306771529	Unreliable
	"2009"	"2009"	"Pulmonary valve insufficiency"	"I37.1"	2	306771529	Unreliable
	"2009"	"2009"	"Other pulmonary valve disorders"	"I37.8"	6	306771529	Unreliable
	"2009"	"2009"	"Pulmonary valve disorder, unspecified"	"I37.9"	1	306771529	Unreliable
	"2009"	"2009"	"Endocarditis, valve unspecified"	"I38"	5135	306771529	1.7
	"2009"	"2009"	"Infective myocarditis"	"I40.0"	185	306771529	0.1
	"2009"	"2009"	"Isolated myocarditis"	"I40.1"	15	306771529	Unreliable
	"2009"	"2009"	"Other acute myocarditis"	"I40.8"	6	306771529	Unreliable
	"2009"	"2009"	"Acute myocarditis, unspecified"	"I40.9"	59	306771529	0.0
	"2009"	"2009"	"Dilated cardiomyopathy"	"I42.0"	4541	306771529	1.5
	"2009"	"2009"	"Obstructive hypertrophic cardiomyopathy"	"I42.1"	144	306771529	0.0
	"2009"	"2009"	"Other hypertrophic cardiomyopathy"	"I42.2"	917	306771529	0.3
	"2009"	"2009"	"Endomyocardial (eosinophilic) disease"	"I42.3"	2	306771529	Unreliable
	"2009"	"2009"	"Endocardial fibroelastosis"	"I42.4"	57	306771529	0.0
